,MealType,Title,ImageUrl,Ingredient,DetailUrl
0,breakfast,Jalapeno Cheddar Waffles,http://cdn.ruled.me/wp-content/uploads/2015/06/jalapenocheddarwaffles-700x350.jpg,3 oz. Cream Cheese // 3 large Eggs // 1 tbsp. Coconut Flour // 1 tsp. Psyllium Husk Powder // 1 tsp. Baking Powder // 1 oz. Cheddar Cheese // 1 small Jalapeno // Salt and Pepper to Taste,http://www.ruled.me/jalapeno-cheddar-waffles/#disqus_thread
1,breakfast,Mini Keto Pancake Donuts,http://cdn.ruled.me/wp-content/uploads/2015/06/miniketopancakedonuts-700x350.jpg,3 oz. Cream Cheese // 3 large Eggs // 4 tbsp. Almond Flour // 1 tbsp. Coconut Flour // 1 tsp. Baking Powder // 1 tsp. Vanilla Extract // 4 tbsp. Erythritol // 10 drops Liquid Stevia,http://www.ruled.me/mini-keto-pancake-donuts/#disqus_thread
2,breakfast,Bacon Cheddar Chive Omelette,http://cdn.ruled.me/wp-content/uploads/2015/05/baconcheddarchiveomelette-700x350.jpg,"2 slices Bacon, already cooked // 1 tsp. Bacon Fat // 2 large Eggs // 1 oz. Cheddar Cheese // 2 stalks Chives // Salt and Pepper to Taste",http://www.ruled.me/bacon-cheddar-chive-omelette/#disqus_thread
3,breakfast,Jalapeno Popper Egg Cups,http://cdn.ruled.me/wp-content/uploads/2015/03/jalapenopoppereggcup-700x350.jpg,"12 strips Bacon // 8 large Eggs // 4 oz. Cheddar Cheese // 3 oz. Cream Cheese // 4 medium Jalapeno Peppers, de-seeded and chopped // 1/2 tsp. Garlic Powder // 1/2 tsp. Onion Powder // Salt and Pepper to Taste",http://www.ruled.me/jalapeno-popper-egg-cups/#disqus_thread
4,breakfast,Keto Peanut Pancakes,http://cdn.ruled.me/wp-content/uploads/2015/03/peanutpancake-700x350.jpg,1.8 oz. Fresh Shelled Peanuts // 1/2 tsp. Stevia // Salt to taste,http://www.ruled.me/keto-peanut-pancakes/#disqus_thread
5,breakfast,Low Carb Pancake Sandwich,http://cdn.ruled.me/wp-content/uploads/2015/02/mcgriddle-700x350.jpg,"0.75 oz. Pork Rinds // 1 tbsp. Almond Flour // 1 large Egg, beaten // 1 tbsp. Heavy Cream // 1/4 tsp. Vanilla Extract // 2 tbsp. Maple Syrup (recipe here)",http://www.ruled.me/low-carb-pancake-sandwich/#disqus_thread
6,breakfast,Bacon Avocado Muffins,http://cdn.ruled.me/wp-content/uploads/2014/11/baconavocadomuffins-700x350.jpg,5 large Eggs // 5 Slices Bacon // 2 tbsp. Butter // 1/2 cup Almond Flour // 1/4 cup Flaxseed Meal // 1 1/2 tbsp. Psyllium Husk Powder // 2 medium Avocados // 4.5 oz. Colby Jack Cheese // 3 medium Spring Onions // 1 tsp. Minced Garlic // 1 tsp. Dried Cilantro // 1 tsp. Dried Chives // 1/4 tsp. Red Chili Flakes // Salt and Pepper to Taste // 1 1/2 cup Coconut Milk (from the carton) // 1 1/2 tbsp. Lemon Juice // 1 tsp. Baking Powder,http://www.ruled.me/bacon-avocado-muffins/#disqus_thread
7,breakfast,Raspberry Brie Grilled Waffles,http://cdn.ruled.me/wp-content/uploads/2014/11/raspberrygrilledwaffles1-700x350.jpg,1/2 cup Almond Flour // 2 tbsp. Flaxseed Meal // 1/3 cup Coconut Milk // 1 tsp. Vanilla Extract // 1 tsp. Baking Powder // 2 large Eggs // 2 tbsp. Swerve // 7 drops Liquid Stevia,http://www.ruled.me/raspberry-brie-grilled-waffles/#disqus_thread
8,breakfast,Keto Pumpkin Pie Spice Latte,http://cdn.ruled.me/wp-content/uploads/2014/10/pumpkinspicelatte2-700x350.jpg,"2 cups Coffee, strong and fresh brewed // 1 cup Coconut Milk (from the carton) // 1/4 cup Pumpkin Puree // 2 tsp. Pumpkin Pie Spice Blend (recipe here) // 1/2 tsp. Cinnamon // 1 tsp. Vanilla Extract // 2 tbsp. Heavy Whipping Cream // 2 tbsp. Butter // 15 drops Liquid Stevia",http://www.ruled.me/keto-pumpkin-pie-spice-latte/#disqus_thread
9,breakfast,Pumpkin Spiced French Toast,http://cdn.ruled.me/wp-content/uploads/2014/10/pumpkinspicefrenchtoast1-700x350.jpg,4 slices Pumpkin Bread (recipe here) // 1 large Egg // 2 tbsp. Cream // 1/2 tsp. Vanilla Extract // 1/8 tsp. Orange Extract // 1/4 tsp. Pumpkin Pie Spice (recipe here) // 2 tbsp. Butter,http://www.ruled.me/pumpkin-spiced-french-toast/#disqus_thread
0,breakfast,Keto Pumpkin Bread Loaf,http://cdn.ruled.me/wp-content/uploads/2014/10/pumpkinbread-700x350.jpg,1 1/2 cup Almond Flour // 3 large Egg Whites // 1/2 cup Pumpkin Puree // 1/2 cup Coconut Milk (from the carton) // 1/4 cup Psyllium Husk Powder // 1/4 cup Swerve Sweetener // 2 tsp. Baking Powder // 1 1/2 tsp. Pumpkin Pie Spice (recipe here) // 1/2 tsp. Kosher Salt,http://www.ruled.me/keto-pumpkin-bread-loaf/#disqus_thread
1,breakfast,Pumpkin Pie Spiced Waffles,http://cdn.ruled.me/wp-content/uploads/2014/10/pumpkinpiespicewaffles-700x350.jpg,1/2 cup Almond Flour // 2 tbsp. Flaxseed Meal // 1/3 cup Coconut Milk (from the carton) // 1/4 cup Canned Pumpkin // 1 1/2 tsp. Pumpkin Pie Spice (recipe here) // 1 tsp. Vanilla Extract // 1 tsp. Baking Powder // 2 large Eggs // 3 tbsp. Swerve Sweetener // 7 drops Liquid Stevia,http://www.ruled.me/pumpkin-pie-spiced-waffles/#disqus_thread
2,breakfast,Breakfast Cauliflower Waffles,http://cdn.ruled.me/wp-content/uploads/2014/10/purplecauliflowerwaffles-700x350.jpg,"1 – 1 1/2 cup Grated Raw Cauliflower // 1/2 cup Mozzarella Cheese // 1/4 cup Parmesan Cheese // 1/2 cup Cheddar Cheese (any variety will do, we love white cheddar) // 3 Large Eggs // 3 tbsp. Chives, chopped // 1/2 tsp. Onion Powder // 1/2 tsp. Garlic Powder // 1/4 tsp. Red Pepper Flakes // Salt and Pepper to taste",http://www.ruled.me/breakfast-cauliflower-waffles/#disqus_thread
3,breakfast,BBQ Pulled Pork and “Cornbread” Waffles,http://cdn.ruled.me/wp-content/uploads/2014/09/bbqporkwaffles-700x350.jpg,Pork Carne Asada Tacos // Thai BBQ Pork Salad // Southwestern Pork Stew,http://www.ruled.me/bbq-pulled-pork-and-cornbread-waffles/#disqus_thread
4,breakfast,Blueberry Banana Bread Smoothie,http://cdn.ruled.me/wp-content/uploads/2014/09/blueberrybananabreadsmoothie1-700x350.jpg,McKeto Strawberry Milkshake // Cucumber Spinach Smoothie // Blackberry Chocolate Shake,http://www.ruled.me/blueberry-banana-bread-smoothie/#disqus_thread
5,breakfast,Blackberry Chocolate Shake,http://cdn.ruled.me/wp-content/uploads/2014/08/blackberrychocolateshake1-700x350.jpg,7 Ice Cubes // 1 cup Unsweetened Coconut Milk // 1/4 cup Blackberries // 2 tbsp. Cocoa Powder // 12 drops Liquid Stevia // 1/4 tsp. Xanthan Gum // 1-2 tbsp. MCT Oil,http://www.ruled.me/blackberry-chocolate-shake/#disqus_thread
6,breakfast,Cinnamon Roll “Oatmeal”,http://cdn.ruled.me/wp-content/uploads/2014/08/cinnamonrolloatmeal11-700x350.jpg,"1 cup Crushed Pecans // 1/3 cup Flax Seed Meal // 1/3 cup Chia Seeds // 1/2 cup Cauliflower, riced (~ 3 oz.) // 3 1/2 cups Coconut Milk // 1/4 cup Heavy Cream // 3 oz. Cream Cheese // 3 tbsp. Butter // 1 1/2 tsp. Cinnamon // 1 tsp. Maple Flavor // 1/2 tsp. Vanilla // 1/4 tsp. Nutmeg // 1/4 tsp. Allspice // 3 tbsp. Erythritol, powdered // 10-15 drops Liquid Stevia // 1/8 tsp. Xanthan Gum (optional)",http://www.ruled.me/cinnamon-roll-oatmeal/#disqus_thread
7,breakfast,Chicharrones con Huevos,http://cdn.ruled.me/wp-content/uploads/2014/08/porkrindseggs-700x350.jpg,"4 slices Bacon // 5 large Eggs // 1.5 oz. Pork Rinds // 1 medium Tomato // 1 medium Avocado // 2 medium Jalapeno Peppers, de-seeded // 1/4 medium Onion // 1/4 cup Cilantro, chopped // Salt and Pepper to Taste",http://www.ruled.me/chicharrones-con-huevos/#disqus_thread
8,breakfast,Maple Pecan Fat Bomb Bars,http://cdn.ruled.me/wp-content/uploads/2014/08/maplepecanfatbombbars-700x350.jpg,2 cups Pecan Halves // 1 cup Almond Flour // 1/2 cup Golden Flaxseed Meal // 1/2 cup Unsweetened Shredded Coconut // 1/2 cup Coconut Oil // 1/4 cup “Maple Syrup” (Recipe Here) // 1/4 tsp. Liquid Stevia (~25 drops),http://www.ruled.me/maple-pecan-fat-bomb-bars/#disqus_thread
9,breakfast,Ham Cheddar Chive Souffle,http://cdn.ruled.me/wp-content/uploads/2014/08/eggbake-700x350.jpg,"3 tbsp. Olive Oil // 1/2 medium Onion, diced // 1 1/2 tsp. Garlic, minced // 6 oz. Ham Steak, cooked and cubed // 1 tbsp. Butter, to grease ramekins // 6 large Eggs // 1 cup Cheddar Cheese, shredded // 1/2 cup Heavy Cream // 2-3 tbsp. Fresh Chives, chopped // 1/2 tsp. Kosher Salt // 1/4 tsp. Black Pepper",http://www.ruled.me/ham-cheddar-chive-souffle/#disqus_thread
0,breakfast,Cinnamon Sugar Donut Muffins,http://cdn.ruled.me/wp-content/uploads/2014/08/cinnamonsugarmuffins-700x350.jpg,"1 1/2 cups Almond Flour // 1/2 cup Erythritol, powdered // 2 tbsp. Psyllium Husk Powder // 1/2 cup Heavy Cream // 1/3 cup Salted Butter // 2 large Eggs // 1 1/2 tsp. Baking Powder // 1/2 tsp. Orange Extract // 1/4 tsp. Nutmeg // 1/4 tsp. Allspice // 1/4 tsp. Liquid Stevia // 1/8 tsp. Ground Clove // 1/8 tsp. Ground Ginger",http://www.ruled.me/cinnamon-sugar-donut-muffins/#disqus_thread
1,breakfast,Maple Sausage Pancake Muffins,http://cdn.ruled.me/wp-content/uploads/2014/07/PancakeMuffins3-700x350.jpg,6 oz. Ground Sausage // 1 1/2 cups Honeyville Almond Flour // 4 large Eggs // 4 tbsp. Coconut Milk // 4 tbsp. Maple Syrup (Recipe Here) // 2 tbsp. Psyllium Husk Powder // 1 tsp. Vanilla Extract // 1 tsp. Baking Powder // 1/4 tsp. Salt // 20 drops Liquid Stevia // 1/4 cup Erythritol,http://www.ruled.me/maple-sausage-pancake-muffins/#disqus_thread
2,breakfast,Low Carb Blackberry Pudding,http://cdn.ruled.me/wp-content/uploads/2014/07/BlackberryPudding2-700x350.jpg,1/4 cup Coconut Flour // 1/4 tsp. Baking Powder // 5 large Egg Yolks // 2 tbsp. Coconut Oil // 2 tbsp. Butter // 2 tbsp. Heavy Cream // 2 tsp. Lemon Juice // Zest 1 Lemon // 1/4 cup Blackberries // 2 tbsp. Erythritol // 10 drops Liquid Stevia,http://www.ruled.me/low-carb-blackberry-pudding/#disqus_thread
3,breakfast,"Spinach, Onion, and Goat Cheese Omelette",http://cdn.ruled.me/wp-content/uploads/2014/05/SpinachGoatCheeseOmelette-700x350.jpg,1/4 medium Onion // 2 tbsp. Butter // 1 large Handful of Spinach // 3 large Eggs // 2 tbsp. Heavy Cream // 1 oz. Goat Cheese // 1 medium Spring Onion (Garnish) // Salt and pepper to Taste,http://www.ruled.me/spinach-onion-and-goat-cheese-omelette/#disqus_thread
4,breakfast,Coconut Cream Yogurt,http://cdn.ruled.me/wp-content/uploads/2014/05/Yogurt-700x350.jpg,1 can Full Fat Coconut Milk // 2 capsules NOW Probiotic-10 // 1/2 tsp. NOW Xanthan Gum (1/4 tsp. split between both jars) // 2/3 cup Heavy Whipping Cream // Toppings of Your Choice,http://www.ruled.me/coconut-cream-yogurt/#disqus_thread
5,breakfast,"Bacon, Red Pepper, and Mozzarella Frittata",http://cdn.ruled.me/wp-content/uploads/2014/05/PanFritatta-700x350.jpg,"7 slices Bacon // 1 tbsp. Olive Oil // 4 large Bella Mushroom Caps // 2 tbsp. Fresh Parsley (Garnish) // 1/2 cup Chopped Fresh Basil // 4 oz. Fresh Mozzarella Cheese, Cubed // 2 oz. Goat Cheese, Grated // 1 medium Red Bell Pepper // 8-9 large Eggs // 1/4 cup Heavy Cream // 1/4 cup Parmesan Cheese, Grated // Salt and Pepper to taste",http://www.ruled.me/bacon-red-pepper-and-mozzarella-frittata/#disqus_thread
6,breakfast,Ultimate Keto Coffee Cake,http://cdn.ruled.me/wp-content/uploads/2014/04/CoffeeCake11-700x350.jpg,"6 Large Eggs, Separated // 6 Oz. Cream Cheese // 1/4 Cup Erythritol // 1/4 tsp. Liquid Stevia // 1/4 Cup Unflavored Protein Powder // 2 tsp. Vanilla Extract // 1/4 tsp. Cream of Tartar",http://www.ruled.me/ultimate-keto-coffee-cake/#disqus_thread
7,breakfast,Peanut Butter Pancakes,http://cdn.ruled.me/wp-content/uploads/2014/04/PBPancakes3-700x350.jpg,4 Tbsp. Heavy Cream // 4 Tbsp. Golden Flaxseed // 2 Large Eggs // 2 Tbsp. Peanut Butter // 2 Tbsp. Maple Syrup (Recipe Here) // 1/2 tsp. Baking Powder // 1 Tbsp. Butter (Grease the Pan),http://www.ruled.me/peanut-butter-pancakes/#disqus_thread
8,breakfast,Low Carb Cinnamon Orange Scones,http://cdn.ruled.me/wp-content/uploads/2014/04/OrangeCinnamonScones4-700x350.jpg,"1/2 Cup Coconut Flour (divided into 7 Tbsp. and 1 Tbsp.) // 1/3 Cup Heavy Cream // 1/4 Cup NOW Erythritol // 1/4 Cup Unsalted Butter, Chilled & Cubed // 2 Large Eggs // 2 Tbsp. Coconut Oil // 2 Tbsp. Maple Syrup (recipe here) // 1 Tbsp. Golden Flaxseed // 1 1/2 tsp. Baking Powder // 1 1/2 tsp. Ground Cinnamon (plus 1/2 tsp for topping) // 1 tsp. Vanilla Extract // 1/4 tsp. Xanthan Gum // 1/4 tsp. Stevia // 1/4 tsp. Salt // Zest of 1 Orange",http://www.ruled.me/low-carb-cinnamon-orange-scones/#disqus_thread
9,breakfast,Spinach Shamrock Latte,http://cdn.ruled.me/wp-content/uploads/2014/03/ShamrockShake-700x350.jpg,"1 Cup Strong Brewed Coffee // 3/4 Cup Coconut Milk // 1/2 Cup Pumpkin Puree (I use Libby’s) // 2 Handfuls Spinach (90g) // 2 Tbsp. Butter // 2 Tbsp. NOW Erythritol // 1/2 tsp. Vanilla Extract // 1/2 tsp. Cinnamon // 1/4 tsp. Ginger // 1/4 tsp. Cardamom // 1/4 tsp. Allspice // 10 drops Liquid Stevia // 2 Handfuls of Ice // Optional: 1/4 Cup Whisky, Bourbon, or Scotch",http://www.ruled.me/spinach-shamrock-latte/#disqus_thread
0,breakfast,Maple Pecan Keto Muffins,http://cdn.ruled.me/wp-content/uploads/2014/03/MaplePecanMuffins-700x350.jpg,1 Cup Honeyville Almond Flour // 1/2 Cup Bob’s Red Mill Golden Flaxseed // 3/4 Cup Pecan Halves // 1/2 Cup Coconut Oil // 2 Large Eggs // 1/4 Cup NOW Erythritol // 2 tsp. Maple Extract // 1 tsp. Vanilla Extract // 1/2 tsp. Baking Soda // 1/2 tsp. Apple Cider Vinegar // 1/4 tsp. Liquid Stevia,http://www.ruled.me/maple-pecan-keto-muffins/#disqus_thread
1,breakfast,Dirty Blondie Pancake Stack,http://cdn.ruled.me/wp-content/uploads/2014/03/DirtyBlondePancakes6-700x350.jpg,,http://www.ruled.me/dirty-blondie-pancake-stack/#disqus_thread
2,breakfast,Sausage and Cheese Breakfast Pie,http://cdn.ruled.me/wp-content/uploads/2014/02/BreakfastPie3-700x350.jpg,1 1/2 Cheddar and Bacon Chicken Sausages // 3/4 Cup Grated Cheddar Cheese // 1/4 Cup Coconut Flour // 1/4 Cup Coconut Oil // 2 Tbsp. Coconut Milk (or water) // 5 Egg Yolks // 2 tsp. Lemon Juice // 1/2 tsp. Rosemary // 1/4 tsp. Cayenne Pepper // 1/4 tsp. Baking Soda // 1/8 tsp. Kosher Salt,http://www.ruled.me/sausage-cheese-breakfast-pie/#disqus_thread
3,breakfast,Pumpkin Cardamom Donut Holes,http://cdn.ruled.me/wp-content/uploads/2014/02/donutholes1-700x350.jpg,3 Large Eggs // 1 Cup 100% Pumpkin Puree // 1/2 Cup Coconut Flour // 1/3 Cup Melted Butter // 2 Tbsp. Erythritol // 1 tsp. Cardamom // 3/4 tsp. Liquid Stevia // 1/4 tsp. Vanilla Extract // 1/4 tsp. Orange Extract // 1/4 tsp. Salt,http://www.ruled.me/pumpkin-cardamom-donut-holes/#disqus_thread
4,breakfast,Salted Caramel Pork Rind Cereal,http://cdn.ruled.me/wp-content/uploads/2014/02/porkrindcereal1-700x350.jpg,1 Oz. Utz Pork Rinds // 1 Cup Unsweetened Vanilla Coconut Milk (Or Calorie Countdown) // 2 Tbsp. Butter // 2 Tbsp. Heavy Cream // 1 Tbsp. NOW Foods Erythritol // 1/4 tsp. Ground Cinnamon,http://www.ruled.me/salted-caramel-pork-rind-cereal/#disqus_thread
5,breakfast,Almond Crusted Keto Quiche,http://cdn.ruled.me/wp-content/uploads/2014/02/quiche-700x350.jpg,1 1/2 Cup Honeyville Almond Flour // 1/4 Cup Olive Oil (+1 tsp. if needed) // 1 tsp. Dried Oregano // 1/4 tsp. Salt,http://www.ruled.me/almond-crusted-keto-quiche/#disqus_thread
6,breakfast,Almond Lemon Sandwich Cakes,http://cdn.ruled.me/wp-content/uploads/2014/02/almondlemoncakes1-700x350.jpg,1/4 Cup Honeyville Almond Flour // 1/4 Cup Coconut Flour // 1/4 Cup Butter // 3 Large Eggs // 1/4 Cup Erythritol // 1 Tbsp. Lemon Juice // 1 Tbsp. Coconut Milk // 1 tsp. Cinnamon // 1/2 tsp. Almond Extract // 1/2 tsp. Vanilla Extract // 1/2 tsp. Baking Soda // 1/2 tsp. Apple Cider Vinegar // 1/4 tsp. Liquid Stevia // 1/4 tsp. Salt // ~2 tsp. Red food Coloring,http://www.ruled.me/almond-lemon-sandwich-cakes/#disqus_thread
7,breakfast,Keto Valentines: Red Velvet Doughnuts!,http://cdn.ruled.me/wp-content/uploads/2014/02/donuts1-700x350.jpg,4 Large Eggs // 1/4 Cup Erythritol // 1/2 Cup Coconut Flour // 1/2 Cup Coconut Milk // 1/4 Cup Coconut Oil // 2 Tbsp. Cocoa Powder // 1/2 tsp. Vanilla Extract // 1/4 tsp. Salt // 1/4 tsp. Baking Soda // 1/4 tsp. Apple Cider Vinegar // 1/4 tsp. Liquid Stevia // ~1 Tbsp. Red Food Coloring,http://www.ruled.me/keto-valentines-red-velvet-doughnuts/#disqus_thread
8,breakfast,Keto French Toast Muffins,http://cdn.ruled.me/wp-content/uploads/2014/02/FrenchToastMuffins-700x350.jpg,6 Large Eggs // 2/3 Cup Honeyville Almond Flour // 1/4 Cup Peanut Butter // 1/4 Cup Heavy Cream // 1/4 Cup Crushed Toasted Almonds // 2 Tbsp. Coconut Oil // 1 Tbsp. Unsalted Butter // 2 Tbsp. NOW Foods Erythritol // 1 tsp. Cinnamon // 1 tsp. Vanilla // 1/2 tsp. Salt // 1/4 tsp. Nutmeg // 10 Drops Liquid Stevia,http://www.ruled.me/keto-french-toast-muffins/#disqus_thread
9,breakfast,Pistachio and Pumpkin Chocolate Muffins,http://cdn.ruled.me/wp-content/uploads/2014/02/PistachioPumpkinMuffinCover-700x350.jpg,1 1/2 Cups Honeyville Almond Flour // 1/2 Cup Pumpkin Puree (I use Libby’s) // 1/2 Cup Pistachios (Pre-salted) // 1/2 Cup Just NOW Erythritol // 2 Large Eggs // 1/4 Cup Coconut Oil // 3 ChocoPerfection Dark Bars (or 90%+ Cacao Squares) // 2 tsp. Quality Vanilla // 1 1/2 tsp. Cinnamon // 1/2 tsp. Baking Soda // 1/2 tsp. Apple Cider Vinegar // 1/2 tsp. Nutmeg // 1/2 tsp. Cloves // 1/2 tsp. Ginger,http://www.ruled.me/pistachio-pumpkin-chocolate-muffins/#disqus_thread
0,breakfast,Egg and Bacon Cheese Baskets,http://cdn.ruled.me/wp-content/uploads/2014/01/cheesecrisp2-700x350.jpg,1 1/2 Cup Cheese // 6 Slices Bacon // 3 Tbsp. Bacon Fat (Off the Bacon) // 6 Large Eggs // 6 Tbsp. Salsa // 1 tsp. Pepper // 1 tsp. Paprika // 1/2 tsp. Salt // 1/4 tsp. Cayenne Pepper,http://www.ruled.me/egg-bacon-cheese-baskets/#disqus_thread
1,breakfast,Cast Iron Kitchen Sink Frittata,http://cdn.ruled.me/wp-content/uploads/2014/01/skilletfrittata1-700x350.jpg,3 Chicken Sausages of Your Choice // 3 Cups Raw Chopped Spinach // 2 1/2 Cup Chopped Bella Mushrooms // 1 1/2 Cup Cheddar Cheese // 10 Large Eggs // 1 Tbsp. Ranch Dressing // 2 tsp. Hot Sauce // 1/2 tsp. Mrs. Dash Table Blend,http://www.ruled.me/cast-iron-kitchen-sink-frittata/#disqus_thread
2,breakfast,Low Carb Breakfast Stax,http://cdn.ruled.me/wp-content/uploads/2014/01/BreakfastStax.jpg,10 Slices Bacon // 2 Tbsp. Bacon Grease (Rendered from Cooked Bacon) // 4 Cups Spinach // 4 Large Eggs // 1/2 Cups Cheddar Cheese // 2 Tbsp. Heavy Cream // 1/4 tsp. Mrs. Dash Table Blend // 1/4 tsp. Kosher Salt // 1/4 tsp. Ground Black Pepper,http://www.ruled.me/low-carb-breakfast-stax/#disqus_thread
3,breakfast,Iced Bulletproof Green Tea,http://cdn.ruled.me/wp-content/uploads/2014/01/bulletprooftea-700x350.jpg,2-3 Teabags Organic Green Tea // 2 Tbsp. Grassfed Unsalted Butter // 2 Tbsp. Coconut Oil // 1 Tbsp. Heavy Cream // 3 Cups Ice Cubes,http://www.ruled.me/iced-bulletproof-green-tea/#disqus_thread
4,breakfast,Macadamia & Coconut Keto Custard,http://cdn.ruled.me/wp-content/uploads/2014/01/macadamiacoconutcustard-700x350.jpg,1 Cup Unsweetened Organic Coconut Milk // 4 Large Eggs // 1/3 Cup Heavy Cream // 1/3 Cup Macadamia Nut Butter // 1/3 Cup Erythritol // 1 tsp. Liquid Stevia // 1 tsp. Vanilla Extract,http://www.ruled.me/macadamia-coconut-keto-custard/#disqus_thread
