,MealType,Title,ImageUrl,Ingredient,DetailUrl
0,snacks,Personal Pan Pizza Dip,http://cdn.ruled.me/wp-content/uploads/2015/01/pizzadip1-700x350.jpg,"4 oz. Cream Cheese // 1/4 cup Sour Cream // 1/4 cup Mayonnaise // 1/2 cup Mozzarella Cheese, shredded // Salt and Pepper to Taste // 1/2 cup Rao’s Tomato Sauce // 1/2 cup Mozzarella Cheese, shredded // 1/4 cup Parmesan Cheese",http://www.ruled.me/personal-pan-pizza-dip/#disqus_thread
1,snacks,Keto Corndog Muffins,http://cdn.ruled.me/wp-content/uploads/2015/01/corndogmuffins-700x350.jpg,"1/2 cup Blanched Almond Flour // 1/2 cup Flaxseed Meal // 1 tbsp. Psyllium Husk Powder // 3 tbsp. Swerve Sweetener // 1/4 tsp. Salt // 1/4 tsp. Baking Powder // 1/4 cup Butter, melted // 1 large Egg // 1/3 cup Sour Cream // 1/4 cup Coconut Milk // 10 Lit’l Smokies (or 3 hot dogs)",http://www.ruled.me/keto-corndog-muffins/#disqus_thread
2,snacks,Keto Tropical Smoothie,http://cdn.ruled.me/wp-content/uploads/2014/09/tropicalsmoothie-700x350.jpg,Peanut Butter Caramel Milkshake // Blueberry Banana Bread Smoothie // McKeto Strawberry Milkshake // Cucumber Spinach Smoothie // Blackberry Chocolate Shake,http://www.ruled.me/keto-tropical-smoothie/#disqus_thread
3,snacks,Cucumber Spinach Smoothie,http://cdn.ruled.me/wp-content/uploads/2014/09/cucumberspinachshake-700x350.jpg,"2 handfuls Spinach // 2.5 oz. Cucumber, peeled and cubed // 7 ice Cubes // 1 cup Coconut Milk (from carton) // 12 drops Liquid Stevia // 1/4 tsp. Xanthan Gum // 1-2 tbsp. MCT Oil",http://www.ruled.me/cucumber-spinach-smoothie/#disqus_thread
4,snacks,Cinnamon Roll Pudding Pops,http://cdn.ruled.me/wp-content/uploads/2014/08/chiapuddingpops1-700x350.jpg,Cinnamon Roll “Oatmeal”,http://www.ruled.me/cinnamon-roll-pudding-pops/#disqus_thread
5,snacks,Layered Fried Queso Blanco,http://cdn.ruled.me/wp-content/uploads/2014/08/friedcheese-700x350.jpg,5 oz. Queso Blanco // 1 1/2 tbsp. Olive Oil // 2 oz. Olives // Pinch Red Pepper Flakes,http://www.ruled.me/layered-fried-queso-blanco/#disqus_thread
6,snacks,Maple Pecan Fat Bomb Bars,http://cdn.ruled.me/wp-content/uploads/2014/08/maplepecanfatbombbars-700x350.jpg,2 cups Pecan Halves // 1 cup Almond Flour // 1/2 cup Golden Flaxseed Meal // 1/2 cup Unsweetened Shredded Coconut // 1/2 cup Coconut Oil // 1/4 cup “Maple Syrup” (Recipe Here) // 1/4 tsp. Liquid Stevia (~25 drops),http://www.ruled.me/maple-pecan-fat-bomb-bars/#disqus_thread
7,snacks,Low Carb Chia Seed Crackers,http://cdn.ruled.me/wp-content/uploads/2014/08/chiacrackersgarlicaioli-700x350.jpg,"1/2 cup Chia Seeds, ground // 3 oz. Shredded Cheddar Cheese // 1 1/4 cup Ice Water // 2 tbsp. Psyllium Husk Powder // 2 tbsp. Olive Oil // 1/4 tsp. Xanthan Gum // 1/4 tsp. Garlic Powder // 1/4 tsp. Onion Powder // 1/4 tsp. Oregano // 1/4 tsp. Paprika // 1/4 tsp. Salt // 1/4 tsp. Pepper",http://www.ruled.me/low-carb-chia-seed-crackers/#disqus_thread
8,snacks,Keto Chocolate Chunk Cookies,http://cdn.ruled.me/wp-content/uploads/2014/06/ChocolateChunkCookies12-700x350.jpg,1 cup Almond Flour // 3 tbsp. Unflavored Whey Protein // 2 tbsp. Coconut Flour // 2 tbsp. Psyllium Husk Powder // 8 tbsp. Unsalted Butter // 2 tsp. Quality Vanilla Extract // 1/4 cup Erythritol // 10 drops Liquid Stevia // 1/2 tsp. Baking Powder // 1 large Egg // 5 bars Chocoperfection (or other 95%+ Cocoa Bar),http://www.ruled.me/keto-chocolate-chunk-cookies/#disqus_thread
9,snacks,Goat Cheese Tomato Tarts,http://cdn.ruled.me/wp-content/uploads/2014/06/GoatCheeseTarts-700x350.jpg,"2 medium Tomatoes, Cut into 1/4″ Slices // 1/4 cup Olive Oil // Salt & Pepper to Taste",http://www.ruled.me/goat-cheese-tomato-tarts/#disqus_thread
0,snacks,Simple and Delicious Caprese Salad,http://cdn.ruled.me/wp-content/uploads/2014/06/CapreseSalad-700x350.jpg,"1 Fresh Tomato // 6 Oz. Fresh Mozzarella Cheese // 1/4 Cup Fresh Basil, chopped // 3 tbsp. Olive Oil // Fresh Cracked Black Pepper // Kosher Salt",http://www.ruled.me/simple-and-delicious-caprese-salad/#disqus_thread
1,snacks,Cheesy Bacon Bombs,http://cdn.ruled.me/wp-content/uploads/2014/06/BaconCheeseBomb-700x350.jpg,"8 oz. Mozzarella Cheese // 4 tbsp. Almond Flour // 4 tbsp. Butter, melted // 3 tbsp. Psyllium Husk Powder // 1 large Egg // 1/4 tsp. Salt // 1/4 tsp. Fresh Ground Black pepper // 1/8 tsp. Garlic Powder // 1/8 tsp. Onion Powder // 10 slices Bacon // 1 cup Oil, Lard or Tallow (for frying)",http://www.ruled.me/cheesy-bacon-bombs/#disqus_thread
2,snacks,Pecan Butter Chia Seed Blondies,http://cdn.ruled.me/wp-content/uploads/2014/06/PecanButterChiaBrownies5-700x350.jpg,"2 1/4 cups Pecans, roasted // 1/2 cup Chia Seeds, ground // 1/4 cup Butter, melted // 1/4 cup Erythritol, powdered // 3 tbsp. SF Torani Salted Caramel // 10 drops Liquid Stevia // 3 large Eggs // 1 tsp. Baking Powder // 3 tbsp. Heavy Cream // 1 pinch Salt",http://www.ruled.me/pecan-butter-chia-seed-blondies/#disqus_thread
3,snacks,Cilantro Infused Avocado Lime Sorbet,http://cdn.ruled.me/wp-content/uploads/2014/05/AvocadoLimeSorbet1-700x350.jpg,"2 medium Hass Avocados // 1/4 cup NOW Erythritol, Powdered // 2 medium Limes, Juiced & Zested // 1 cup Coconut Milk (from Carton) // 1/4 tsp. Liquid Stevia // 1/4 – 1/2 cup Cilantro, Chopped",http://www.ruled.me/cilantro-infused-avocado-lime-sorbet/#disqus_thread
4,snacks,Salted Caramel Glazed Maple Bacon Cake Pops,http://cdn.ruled.me/wp-content/uploads/2014/05/BaconPops1-700x350.jpg,"6 Oz. Burgers’ Smokehouse Country Bacon // 5 large Eggs, seperated // 1/4 cup Maple Syrup (recipe here) // 1/2 tsp. Vanilla Extract // 1/4 Cup NOW Erythritol // 1/4 tsp. Liquid Stevia // 1 cup Honeyville Almond Flour // 2 tbsp. Psyllium Husk Powder // 1 tsp. Baking Powder // 2 tbsp. Butter // 1/2 tsp. Cream of Tartar",http://www.ruled.me/salted-caramel-glazed-maple-bacon-cake-pops/#disqus_thread
5,snacks,Coconut Cream Yogurt,http://cdn.ruled.me/wp-content/uploads/2014/05/Yogurt-700x350.jpg,1 can Full Fat Coconut Milk // 2 capsules NOW Probiotic-10 // 1/2 tsp. NOW Xanthan Gum (1/4 tsp. split between both jars) // 2/3 cup Heavy Whipping Cream // Toppings of Your Choice,http://www.ruled.me/coconut-cream-yogurt/#disqus_thread
6,snacks,Prosciutto Wrapped Shrimp,http://cdn.ruled.me/wp-content/uploads/2014/05/Shrimp1-700x350.jpg,"10 oz. Pre-Cooked Shrimp // 11 slices Prosciutto // 1/3 cup Blackberries, Ground // 1/3 cup Red Wine // 2 tbsp. Olive Oil // 1 tbsp. Mint Leaves, Chopped // 1-2 tbsp. NOW Erythritol (to taste)",http://www.ruled.me/prosciutto-wrapped-shrimp/#disqus_thread
7,snacks,Caramel Pots de Crème,http://cdn.ruled.me/wp-content/uploads/2014/05/PotsdeCreme-700x350.jpg,1 1/2 cup Heavy Cream // 1/4 cup NOW Erythritol (powdered) // 1/4 tsp. Liquid Stevia // 1/4 tsp. Salt // 4 large Egg Yolks // 6 tbsp. Water // 1 tbsp. Maple Syrup (sub in 1 tsp. Maple Extract + 1/4 tsp. Xanthan Gum if you’d like) // 1/2 tsp. Vanilla Extract // 1 tsp. Maple Extract,http://www.ruled.me/caramel-pots-de-creme/#disqus_thread
8,snacks,Almond Butter Chia Squares,http://cdn.ruled.me/wp-content/uploads/2014/05/chiabars2-700x350.jpg,1/2 cup Raw Almonds // 1 tbsp. + 1 tsp. Coconut Oil // 4 tbsp. NOW Erythritol // 2 tbsp. Butter // 1/4 cup Heavy Cream // 1/4 tsp. Liquid Stevia // 1 1/2 tsp. Vanilla Extract // 1/2 cup Unsweetened Shredded Coconut Flakes // 1/4 cup Chia Seeds // 1/2 cup Coconut Cream // 2 tbsp. Coconut Flour,http://www.ruled.me/almond-butter-chia-squares/#disqus_thread
9,snacks,Low Carb Key Lime Cheesecakes,http://cdn.ruled.me/wp-content/uploads/2014/04/KeyLimeCheesecakes-700x350.jpg,1/2 cup Macadamia Nuts // 1/2 cup Honeyville Almond Flour // 1/4 cup Cold Butter // 1/4 cup NOW Erythritol // 1 large Egg Yolk,http://www.ruled.me/low-carb-key-lime-cheesecakes/#disqus_thread
0,snacks,Keto Buckeye Cookies,http://cdn.ruled.me/wp-content/uploads/2014/03/BuckeyeCookies-700x350.jpg,2 1/2 Cups Honeyville Almond Flour // 1/2 Cup Peanut Butter // 1/4 Cup Coconut Oil // 1/4 Cup NOW Erythritol // 3 Tbsp. Maple Syrup (recipe here) // 1 Tbsp. Vanilla Extract // 1 1/2 tsp. Baking Powder // 1/2 tsp. Salt // 2-3 Chocoperfection Bars (or 3-4 Squares 90%+ Dark Chocolate),http://www.ruled.me/keto-buckeye-cookies/#disqus_thread
1,snacks,Cumin Sesame Lemon Mug Cake,http://cdn.ruled.me/wp-content/uploads/2014/03/SesameCuminLemon-700x350.jpg,"Bacon, Cheddar & Chive // Green Chile Cheddar Mug Cake // Sun Dried Tomato Pesto Mug Cake",http://www.ruled.me/cumin-sesame-lemon-mug-cake/#disqus_thread
2,snacks,Sun Dried Tomato Pesto Mug Cake,http://cdn.ruled.me/wp-content/uploads/2014/03/SundriedTomatoPesto-700x350.jpg,"Bacon, Cheddar & Chive // Green Chile Cheddar Mug Cake",http://www.ruled.me/sun-dried-tomato-pesto-mug-cake/#disqus_thread
3,snacks,Chocolate Covered Maple Pecan Bacon,http://cdn.ruled.me/wp-content/uploads/2014/03/ChocolateMapleBacon1-700x350.jpg,13 Slices Bacon (Thick Cut or Regular) // 2 Tbsp. NOW Erythritol // 1 Tbsp. Maple Extract,http://www.ruled.me/chocolate-covered-maple-pecan-bacon/#disqus_thread
4,snacks,Green Chile Cheddar Mug Cake,http://cdn.ruled.me/wp-content/uploads/2014/03/greenchilewhitecheddar-700x350.jpg,1 Large Egg // 2 Tbsp. Butter // 2 Tbsp. Honeyville Almond Flour // 1/2 tsp. Baking Powder,http://www.ruled.me/green-chile-cheddar-mug-cake/#disqus_thread
5,snacks,"Bacon, Cheddar and Chive Mug Cake",http://cdn.ruled.me/wp-content/uploads/2014/03/chivebaconcheddar-700x350.jpg,Chocolate Cake in a Mug // Chai Spice Keto Mug Cake // Maple Pecan Keto Mug Cake // Peanut Butter & Chocolate Chunk Mug Cake // Churro Mug Cake // Coconut Chocolate Mocha Mug Cake // Vanilla Whisky Keto Mug Cake,http://www.ruled.me/bacon-cheddar-chive-mug-cake/#disqus_thread
6,snacks,Spinach Shamrock Latte,http://cdn.ruled.me/wp-content/uploads/2014/03/ShamrockShake-700x350.jpg,"1 Cup Strong Brewed Coffee // 3/4 Cup Coconut Milk // 1/2 Cup Pumpkin Puree (I use Libby’s) // 2 Handfuls Spinach (90g) // 2 Tbsp. Butter // 2 Tbsp. NOW Erythritol // 1/2 tsp. Vanilla Extract // 1/2 tsp. Cinnamon // 1/4 tsp. Ginger // 1/4 tsp. Cardamom // 1/4 tsp. Allspice // 10 drops Liquid Stevia // 2 Handfuls of Ice // Optional: 1/4 Cup Whisky, Bourbon, or Scotch",http://www.ruled.me/spinach-shamrock-latte/#disqus_thread
7,snacks,Maple Pecan Keto Muffins,http://cdn.ruled.me/wp-content/uploads/2014/03/MaplePecanMuffins-700x350.jpg,1 Cup Honeyville Almond Flour // 1/2 Cup Bob’s Red Mill Golden Flaxseed // 3/4 Cup Pecan Halves // 1/2 Cup Coconut Oil // 2 Large Eggs // 1/4 Cup NOW Erythritol // 2 tsp. Maple Extract // 1 tsp. Vanilla Extract // 1/2 tsp. Baking Soda // 1/2 tsp. Apple Cider Vinegar // 1/4 tsp. Liquid Stevia,http://www.ruled.me/maple-pecan-keto-muffins/#disqus_thread
8,snacks,Vanilla Whisky Keto Mug Cake,http://cdn.ruled.me/wp-content/uploads/2014/03/WhiskyVanilla-700x350.jpg,Chocolate Cake in a Mug // Chai Spice Keto Mug Cake // Maple Pecan Keto Mug Cake // Peanut Butter & Chocolate Chunk Mug Cake // Churro Mug Cake // Coconut Chocolate Mocha Mug Cake,http://www.ruled.me/vanilla-whisky-keto-mug-cake/#disqus_thread
9,snacks,Coconut Chocolate Mocha Mug Cake,http://cdn.ruled.me/wp-content/uploads/2014/03/MochaChocolateCoconut-700x350.jpg,Chocolate Cake in a Mug // Chai Spice Keto Mug Cake // Maple Pecan Keto Mug Cake // Peanut Butter & Chocolate Chunk Mug Cake // Churro Mug Cake,http://www.ruled.me/coconut-chocolate-mocha-mug-cake/#disqus_thread
0,snacks,Churro Mug Cake,http://cdn.ruled.me/wp-content/uploads/2014/03/churro-700x350.jpg,Chocolate Cake in a Mug // Chai Spice Keto Mug Cake // Maple Pecan Keto Mug Cake // Peanut Butter & Chocolate Chunk Mug Cake,http://www.ruled.me/churro-mug-cake/#disqus_thread
1,snacks,Peanut Butter and Chocolate Chunk Mug Cake,http://cdn.ruled.me/wp-content/uploads/2014/03/PeanutButterChocolateChunk-700x350.jpg,Chocolate Cake in a Mug // Chai Spice Keto Mug Cake // Maple Pecan Keto Mug Cake,http://www.ruled.me/peanut-butter-chocolate-chunk-mug-cake/#disqus_thread
2,snacks,Maple Pecan Keto Mug Cake,http://cdn.ruled.me/wp-content/uploads/2014/03/maplepecan-700x350.jpg,Chocolate Cake in a Mug // Chai Spice Keto Mug Cake,http://www.ruled.me/maple-pecan-keto-mug-cake/#disqus_thread
3,snacks,Chai Spice Keto Mug Cake,http://cdn.ruled.me/wp-content/uploads/2014/03/chaispice-700x350.jpg,1 Large Egg // 2 Tbsp. Butter // 2 Tbsp. Honeyville Almond Flour // 1 Tbsp. NOW Erythritol // 7 Drops Liquid Stevia // 1/2 tsp. Baking Powder,http://www.ruled.me/chai-spice-keto-mug-cake/#disqus_thread
4,snacks,Low Carb Taco Tartlets,http://cdn.ruled.me/wp-content/uploads/2014/03/TacoTartlets-700x350.jpg,1 Cup Blanched Almond Flour // 3 Tbsp. Coconut Flour // 5 Tbsp. Butter // 1/4 tsp. Salt // 1 tsp. Xanthan Gum // 1 tsp. Oregano // 1/4 tsp. Paprika // 1/4 tsp. Cayenne // 2 Tbsp. Ice Water,http://www.ruled.me/low-carb-taco-tartlets/#disqus_thread
5,snacks,Keto Snickerdoodle Cookies,http://cdn.ruled.me/wp-content/uploads/2014/02/snickerdoodles-700x350.jpg,2 Cups Honeyville Almond Flour // 1/4 Cup Coconut Oil // 1/4 Cup Homemade Maple Syrup // 1 Tbsp. Vanilla // 1/4 tsp. Baking Soda // 7 Drops Liquid Stevia // Pinch Salt // Optional: 1/3 Cup Macadamia Nuts,http://www.ruled.me/keto-snickerdoodle-cookies/#disqus_thread
6,snacks,Salted Caramel Pork Rind Cereal,http://cdn.ruled.me/wp-content/uploads/2014/02/porkrindcereal1-700x350.jpg,1 Oz. Utz Pork Rinds // 1 Cup Unsweetened Vanilla Coconut Milk (Or Calorie Countdown) // 2 Tbsp. Butter // 2 Tbsp. Heavy Cream // 1 Tbsp. NOW Foods Erythritol // 1/4 tsp. Ground Cinnamon,http://www.ruled.me/salted-caramel-pork-rind-cereal/#disqus_thread
7,snacks,Double Peanut Butter Balls,http://cdn.ruled.me/wp-content/uploads/2014/02/fatbomb21-700x350.jpg,2 Tbsp. Homemade Peanut Butter // 2 Tbsp. Homemade Almond Butter // 2 Tbsp. Grassfed Butter // 2 Tbsp. Heavy Cream // 1 1/2 tsp. NOW Foods Erythritol // 4 Drops Liquid Stevia,http://www.ruled.me/double-peanut-butter-balls/#disqus_thread
8,snacks,Fried Queso Fresco,http://cdn.ruled.me/wp-content/uploads/2014/02/friedqueso-700x350.jpg,1 lb. Queso Fresco // 1 Tbsp. Coconut Oil // 1/2 Tbsp. Olive Oil,http://www.ruled.me/fried-queso-fresco/#disqus_thread
9,snacks,Keto Broccoli Cheddar Biscuits,http://cdn.ruled.me/wp-content/uploads/2014/02/BroccoliCheddarBiscuits-700x350.jpg,1 1/2 Cup Hoenyville Almond Flour // 4 Cups Raw Broccoli Florets (10 Oz.) // 2 Cups Cheddar Cheese (4.5 Oz) // 1/4 Cup Coconut Oil (or melted butter) // 2 Large Eggs // 1 tsp. Salt // 1 tsp. Paprika // 1 tsp. Garlic Powder // 1/2 tsp. Pepper // 1/2 tsp. Baking Soda // 1/2 tsp. Apple Cider Vinegar,http://www.ruled.me/keto-broccoli-cheddar-biscuits/#disqus_thread
0,snacks,Low Carb Vanilla Latte Cookies,http://cdn.ruled.me/wp-content/uploads/2014/02/VanillaLatteCookies-700x350.jpg,1 1/2 Cups Honeyville Blanched Almond Flour // 1/2 Cup Kerrygold (or other Grassfed) Unsalted Butter // 1/3 Cup NOW Erythritol // 2 Large Eggs // 1 Tbsp. + 1 tsp. Instant Coffee Grounds // 1 1/2 tsp. Vanilla Extract // 1/2 tsp. Baking Soda // 1/2 tsp. Kosher Salt // 1/4 tsp. Cinnamon // 17 Drops Liquid Stevia,http://www.ruled.me/low-carb-vanilla-latte-cookies/#disqus_thread
1,snacks,Pistachio and Pumpkin Chocolate Muffins,http://cdn.ruled.me/wp-content/uploads/2014/02/PistachioPumpkinMuffinCover-700x350.jpg,1 1/2 Cups Honeyville Almond Flour // 1/2 Cup Pumpkin Puree (I use Libby’s) // 1/2 Cup Pistachios (Pre-salted) // 1/2 Cup Just NOW Erythritol // 2 Large Eggs // 1/4 Cup Coconut Oil // 3 ChocoPerfection Dark Bars (or 90%+ Cacao Squares) // 2 tsp. Quality Vanilla // 1 1/2 tsp. Cinnamon // 1/2 tsp. Baking Soda // 1/2 tsp. Apple Cider Vinegar // 1/2 tsp. Nutmeg // 1/2 tsp. Cloves // 1/2 tsp. Ginger,http://www.ruled.me/pistachio-pumpkin-chocolate-muffins/#disqus_thread
2,snacks,Low Carb Corndogs,http://cdn.ruled.me/wp-content/uploads/2014/01/friedsausage-700x350.jpg,"4 Sausages (I used 2 hotdogs, 2 pre-cooked chicken sausages) // 1 1/2 Cups Oil of Your Choice // 1 Cup Almond Meal // 2 Large Eggs // 2 Tbsp. Heavy Cream // 1 tsp. Ms. Dash Table Blend // 1 tsp. Baking Powder // 1/2 tsp. Turmeric // 1/2 tsp. Kosher Salt // 1/4 tsp. Cayenne Pepper",http://www.ruled.me/low-carb-corndogs/#disqus_thread
3,snacks,Lemon Glazed Spice Fritters,http://cdn.ruled.me/wp-content/uploads/2014/01/fritters-700x350.jpg,1/2 Cup Almond Flour // 3 Tbsp. Erythritol // 1 tsp. Baking Powder // 1 Large Egg // 1/2 tsp. Xanthan Gum // 1/2 tsp. Cinnamon // 1/2 tsp. Vanilla // Zest of 1/2 Lemon // 2 Cups Fat of Your Choice (For Frying),http://www.ruled.me/lemon-glazed-spice-fritters/#disqus_thread
4,snacks,Peppermint Frost Breath Mints,http://cdn.ruled.me/wp-content/uploads/2014/01/a-a-a5-700x350.jpg,"1 Cup xylitol // 4 Drops peppermint extract (or quality, food-grade essential oil)",http://www.ruled.me/peppermint-frost-breath-mints/#disqus_thread
5,snacks,Fried Cookie Dough Balls,http://cdn.ruled.me/wp-content/uploads/2014/01/ketofriedcookiedough-700x350.jpg,"3/4 Cup Blanched Almond Flour // 1 Scoop Vanilla Casein Powder // 2 Large Eggs // 10 Drops Liquid Stevia // 2 Tbsp. Coconut Oil // 1/2 Tbsp. Baking Powder // 3 Squares Ghiradelli Midnight 86% Cocao // 1-2 tsp. Granulated Erythritol (As needed, to thicken and sweeten dough) // 1 tsp. Powdered Erythritol (Garnish)",http://www.ruled.me/fried-cookie-dough-balls/#disqus_thread
6,snacks,Flavored Keto Cheese Chips,http://cdn.ruled.me/wp-content/uploads/2014/01/cheddarchips-700x350.jpg,1 1/2 Cup Cheddar Cheese // 3 Tbsp. Ground Flaxseed Meal // Seasonings of Your Choice,http://www.ruled.me/flavored-keto-cheese-chips/#disqus_thread
7,snacks,Iced Bulletproof Green Tea,http://cdn.ruled.me/wp-content/uploads/2014/01/bulletprooftea-700x350.jpg,2-3 Teabags Organic Green Tea // 2 Tbsp. Grassfed Unsalted Butter // 2 Tbsp. Coconut Oil // 1 Tbsp. Heavy Cream // 3 Cups Ice Cubes,http://www.ruled.me/iced-bulletproof-green-tea/#disqus_thread
8,snacks,Macadamia & Coconut Keto Custard,http://cdn.ruled.me/wp-content/uploads/2014/01/macadamiacoconutcustard-700x350.jpg,1 Cup Unsweetened Organic Coconut Milk // 4 Large Eggs // 1/3 Cup Heavy Cream // 1/3 Cup Macadamia Nut Butter // 1/3 Cup Erythritol // 1 tsp. Liquid Stevia // 1 tsp. Vanilla Extract,http://www.ruled.me/macadamia-coconut-keto-custard/#disqus_thread
9,snacks,Pumpkin Flax Cookies with Almond Butter Icing,http://cdn.ruled.me/wp-content/uploads/2014/01/pumpkinflaxcookies-700x350.jpg,1 Cup Blanched Almond Flour // 1/2 Cup Flaxseed Meal // 1/2 Cup Pumpkin Puree // 1/4 Cup Salted Butter // 1/4 Cup Coconut Oil // 1/4 Cup Erythritol // 1 Large Egg // 1 tsp. Vanilla Extract // 1 tsp. Cinnamon // 1/2 tsp. Nutmeg // 1/4 tsp. Fresh Ground Clove,http://www.ruled.me/pumpkin-flax-cookies-almond-butter-icing/#disqus_thread
0,snacks,Homemade Macadamia Nut Butter,http://cdn.ruled.me/wp-content/uploads/2014/01/homemademacadamianutbutter-700x350.jpg,1lb. Macadamia Nuts // 4 Tbsp. Coconut Oil // 2 Tbsp. Erythritol // 1 Mason Jar,http://www.ruled.me/homemade-macadamia-nut-butter/#disqus_thread
1,snacks,Crispy & Delicious Kale Chips,http://cdn.ruled.me/wp-content/uploads/2014/01/PC281504-700x350.jpg,1 Large Bunch Kale // 2 Tbsp. Olive Oil // 1 Tbsp. Seasoned Salt,http://www.ruled.me/crispy-delicious-kale-chips/#disqus_thread
2,snacks,Classic Peanut Butter Cookies,http://cdn.ruled.me/wp-content/uploads/2014/01/peanutbutterketocookies-700x350.jpg,1/2 Cup Natural Peanut Butter // 1/3 Cup Erythritol + 1 Tbsp. Garnish // 1/3 Cup Coconut Flour // 1/4 Cup Flaxseed Meal // 5 Tbsp. Salted Butter // 1 Large Egg // 1 Tbsp. Heavy Whipping Cream // 1 tsp. Baking Powder // 1/4 tsp. Baking Soda,http://www.ruled.me/classic-peanut-butter-cookies/#disqus_thread
3,snacks,Low Carb Fried Mac & Cheese,http://cdn.ruled.me/wp-content/uploads/2014/01/Fried_Mac_Cheese-10.jpg,"1 Head Cauliflower, Riced // 1 1/2 Cup Shredded Cheddar Cheese // 3 Large Eggs // 2 tsp. Paprika // 1 tsp. Tumeric // 3/4 tsp. Rosemary",http://www.ruled.me/low-carb-fried-mac-cheese/#disqus_thread
