,MealType,Title,ImageUrl,Ingredient,DetailUrl
0,side items,Easy Keto Creamed Spinach,http://cdn.ruled.me/wp-content/uploads/2015/06/supersimplecreamedspinach-700x350.jpg,10 oz. Frozen Spinach // 3 tbsp. Parmesan Cheese // 3 oz. Cream Cheese // 2 tbsp. Sour Cream // 1/4 tsp. Garlic Powder // 1/4 tsp. Onion Powder // Salt and Pepper to Taste,http://www.ruled.me/easy-keto-creamed-spinach/#disqus_thread
1,side items,Easy Creamy Cauliflower Mashed Potatoes,http://cdn.ruled.me/wp-content/uploads/2015/04/cauliflowermashedpotatoes-700x350.jpg,"10 oz. Cauliflower, riced // 1/4 cup Sour Cream // 3 tbsp. Heavy Whipping Cream // 3 tbsp. Butter // 4 tbsp. Parmesan Cheese // 1/4 tsp. Garlic Powder // 2 tbsp. Chives, chopped // Salt and Pepper to Taste",http://www.ruled.me/easy-creamy-cauliflower-mashed-potatoes/#disqus_thread
2,side items,Keto Tater Tots,http://cdn.ruled.me/wp-content/uploads/2015/04/ketotatertots-700x350.jpg,"1 medium Head Cauliflower // 1/4 cup Parmesan Cheese, grated // 2 oz. Mozzarella Cheese, shredded // 1 large Egg // 1/2 tsp. Onion Powder // 1/2 tsp. Garlic Powder // 2 tsp. Psyllium Husk Powder // Salt and Pepper to Taste // 1 cup Frying Oil (I used Bacon Fat)",http://www.ruled.me/keto-tater-tots/#disqus_thread
3,side items,Fried Kale Sprouts,http://cdn.ruled.me/wp-content/uploads/2015/02/friedkalesproutsoverhead-700x350.jpg,1/2 bag Kale Sprouts // Oil for Deep Frying (~1 tbsp. Absorbed) // 2 tbsp. Parmesan Cheese // Salt and Pepper to Taste,http://www.ruled.me/fried-kale-sprouts/#disqus_thread
4,side items,Low Carb Broccoli and Cheese Fritters,http://cdn.ruled.me/wp-content/uploads/2015/02/broccoliandcheesefritters-700x350.jpg,3/4 cup Almond Flour // 1/4 cup + 3 tbsp. Flaxseed Meal // 4 oz. Fresh Broccoli // 4 oz. Mozzarella Cheese // 2 large Eggs // 2 tsp. Baking Powder // Salt and Pepper to Taste,http://www.ruled.me/low-carb-broccoli-cheese-fritters/#disqus_thread
5,side items,Keto Breadsticks,http://cdn.ruled.me/wp-content/uploads/2015/01/breadsticks1-700x350.jpg,2 cups Mozzarella Cheese (~8 oz.) // 3/4 cup Almond Flour // 1 tbsp. Psyllium Husk Powder // 3 tbsp. Cream Cheese (~1.5 oz.) // 1 large Egg // 1 tsp. Baking Powder,http://www.ruled.me/keto-breadsticks/#disqus_thread
6,side items,Begedil Keto Potato Patties,http://cdn.ruled.me/wp-content/uploads/2015/01/potatopatties-700x350.jpg,3.5 oz. Rutabaga // 3.5 oz. Cauliflower // 2 small Shallots // 4 tbsp. Ground Beef // 1 tbsp. chopped Celery Leaves // 1 tbsp. chopped Green Onion // 1/2 tsp. White Pepper (or Black Pepper) // 1/4 tsp. Salt // 1 large Egg (only little is used) // 4 tbsp. Coconut Oil,http://www.ruled.me/begedil-keto-potato-patties/#disqus_thread
7,side items,Keto Au Gratin Brussels Sprouts,http://cdn.ruled.me/wp-content/uploads/2014/09/cheesybrusselssprouts-700x350.jpg,6 oz. Brussels Sprouts // 1.8 oz. Onion // 1 tsp. Minced Garlic // 2 tbsp. Butter // 1 tbsp. Soy Sauce (or coconut aminos) // 1/2 tsp. Liquid Smoke // 1/4 tsp. Pepper,http://www.ruled.me/keto-au-gratin-brussels-sprouts/#disqus_thread
8,side items,Keto Pie Crust,http://cdn.ruled.me/wp-content/uploads/2014/08/tartshells-700x350.jpg,1/2 cup Almond Flour // 1/2 cup Coconut Flour // 2 tbsp. Psyllium Husk Powder // 2 tbsp. Coconut Oil // 2 large Eggs // 5 tbsp. Ice Cold Water // 1/4 tsp. Salt,http://www.ruled.me/keto-pie-crust/#disqus_thread
9,side items,Crispy Keto Cauliflower Cakes,http://cdn.ruled.me/wp-content/uploads/2014/07/CauliflowerCakesLight1-700x350.jpg,"16 oz. Cauliflower Florets // 3 medium Stalks Spring Onion // 3 oz. Shredded White Cheddar // 1/2 cup Ground Pork Rinds (Puffy Kind) // 1/2 tsp. Salt // 3/4 tsp. Pepper // 1/2 tsp. Red Pepper Flakes // 1/2 tsp. Tarragon, Dried // 1/4 tsp. Garlic Powder // 3 tbsp. Olive Oil // 1 large Egg // 2 tsp. Psyllium Husk Powder",http://www.ruled.me/crispy-keto-cauliflower-cakes/#disqus_thread
0,side items,Lemon Roasted Spicy Broccoli,http://cdn.ruled.me/wp-content/uploads/2014/06/RoastedBroccoli-700x350.jpg,"1 1/2 lb. Broccoli Florets // 1/3 cup Parmesan Cheese // 1/4 cup Olive Oil // 2 tbsp. Fresh Basil, Chopped // 3 tsp. Minced Garlic // 1/2 – 3/4 tsp. Kosher Salt // 1/2 tsp. Red Chili Flakes // Zest of 1/2 Lemon // Juice of 1/2 Lemon",http://www.ruled.me/lemon-roasted-spicy-broccoli/#disqus_thread
1,side items,Goat Cheese Tomato Tarts,http://cdn.ruled.me/wp-content/uploads/2014/06/GoatCheeseTarts-700x350.jpg,"2 medium Tomatoes, Cut into 1/4″ Slices // 1/4 cup Olive Oil // Salt & Pepper to Taste",http://www.ruled.me/goat-cheese-tomato-tarts/#disqus_thread
2,side items,Bacon Wrapped Asparagus with Garlic Aioli,http://cdn.ruled.me/wp-content/uploads/2014/06/BaconWrappedAsparagus-700x350.jpg,1 1/2 lb. Asparagus // 6 slices Bacon // 2 tbsp. Olive Oil // Kosher Salt // Cracked Black Pepper // Red Chili Flakes,http://www.ruled.me/bacon-wrapped-asparagus-with-garlic-aioli/#disqus_thread
3,side items,Cheesy Bacon Bombs,http://cdn.ruled.me/wp-content/uploads/2014/06/BaconCheeseBomb-700x350.jpg,"8 oz. Mozzarella Cheese // 4 tbsp. Almond Flour // 4 tbsp. Butter, melted // 3 tbsp. Psyllium Husk Powder // 1 large Egg // 1/4 tsp. Salt // 1/4 tsp. Fresh Ground Black pepper // 1/8 tsp. Garlic Powder // 1/8 tsp. Onion Powder // 10 slices Bacon // 1 cup Oil, Lard or Tallow (for frying)",http://www.ruled.me/cheesy-bacon-bombs/#disqus_thread
4,side items,Asian Cucumber Salad,http://cdn.ruled.me/wp-content/uploads/2014/06/CucumberSalad3redo-700x350.jpg,3/4 large Cucumber // 1 packet Shiritaki Noodles // 2 tbsp. Coconut Oil // 1 medium Spring Onion // 1/4 tsp. Red Pepper Flakes // 1 tbsp. Sesame Oil // 1 tbsp. Rice Vinegar // 1 tsp. Sesame Seeds // Salt and Pepper to Taste,http://www.ruled.me/asian-cucumber-salad/#disqus_thread
5,side items,Low Carb Flax Tortillas,http://cdn.ruled.me/wp-content/uploads/2014/05/FlaxTortillas-700x350.jpg,1 cup Golden Flax Seed Meal // 2 tbsp. Psyllium Husk Powder // 2 tsp. Olive Oil // 1/4 tsp. Xanthan Gum // 1/2 tsp. Curry Powder (or spices of your choice) // 1 cup + 2 tbsp. Filtered Water // 1 tsp. Olive Oil per Tortilla (for frying) // ~1/2 tsp. Coconut Flour per Tortilla (for rolling),http://www.ruled.me/low-carb-flax-tortillas/#disqus_thread
6,side items,Low Carb Microwave Hamburger Bun,http://cdn.ruled.me/wp-content/uploads/2014/05/MicrwaveHamburgerBuns-700x350.jpg,1 large Egg // 1 tbsp. Almond Flour // 1 tbsp. Psyllium Husk Powder // 1/4 tsp. Baking Powder // 1/4 tsp. Cream of Tartar // 1 tbsp. Chicken Broth // 1 tbsp. Melted Butter,http://www.ruled.me/low-carb-microwave-hamburger-bun/#disqus_thread
7,side items,Prosciutto Wrapped Shrimp,http://cdn.ruled.me/wp-content/uploads/2014/05/Shrimp1-700x350.jpg,"10 oz. Pre-Cooked Shrimp // 11 slices Prosciutto // 1/3 cup Blackberries, Ground // 1/3 cup Red Wine // 2 tbsp. Olive Oil // 1 tbsp. Mint Leaves, Chopped // 1-2 tbsp. NOW Erythritol (to taste)",http://www.ruled.me/prosciutto-wrapped-shrimp/#disqus_thread
8,side items,"Easy, Delicious Coleslaw",http://cdn.ruled.me/wp-content/uploads/2014/04/coleslaw-700x350.jpg,1/4 Head Savoy Cabbage // 1/3 Cup Mayonnaise // 1 Tbsp. Lemon Juice // 1 tsp. Dijon Mustard // 1/4 tsp. Garlic Powder // 1/4 tsp. Onion Powder // 1/4 tsp. Pepper // 1/8 tsp. Paprika // Pinch Salt,http://www.ruled.me/easy-delicious-coleslaw/#disqus_thread
9,side items,Cheesy Thyme Waffles,http://cdn.ruled.me/wp-content/uploads/2014/04/CauliWaffle-700x350.jpg,"1/2 Head Cauliflower, Riced // 1 Cup Finely Shredded Mozzerella Cheese // 1 Cup Collard Greens, Packed // 1/3 Cup Parmesan Cheese // 2 Large Eggs // 2 Stalks Green Onion // 1 Tbsp. Sesame Seed // 1 Tbsp. Olive Oil // 2 tsp. Fresh Chopped Thyme // 1 tsp. Garlic Powder // 1/2 tsp. Ground Black Pepper // 1/2 tsp. Salt",http://www.ruled.me/cheesy-thyme-waffles/#disqus_thread
0,side items,Cheesy Creamed Spinach,http://cdn.ruled.me/wp-content/uploads/2014/03/CheesyCreamedSpinach-700x350.jpg,7 Cups Spinach // 1 1/2 Cups Cheddar Cheese // 3 Tbsp. Butter // 3 Tbsp. Heavy Cream // 1/2 tsp. Mrs. Dash Table Blend // 1/2 tsp. Salt // 1/2 tsp. Pepper,http://www.ruled.me/cheesy-creamed-spinach/#disqus_thread
1,side items,Delicious Vegetable Medley,http://cdn.ruled.me/wp-content/uploads/2014/03/VegetableMedley-700x350.jpg,6 Tbsp. Olive Oil // 240g Baby Bella Mushrooms // 115g Broccoli // 100g Sugar Snap Peas // 90g Bell Pepper // 90g Spinach // 2 Tbsp. Pumpkin Seeds // 2 tsp. Minced Garlic // 1 tsp. Salt // 1 tsp. Pepper // 1/2 tsp. Red Pepper Flakes,http://www.ruled.me/delicious-vegetable-medley/#disqus_thread
2,side items,Roasted Pecan Green Beans,http://cdn.ruled.me/wp-content/uploads/2014/03/RoastedGreenBeans2-700x350.jpg,1 lb. Green Beans // 1/4 Cup Olive Oil // 1/2 Cup Chopped Pecans // 1/4 Cup Parmesan Cheese // 1 Lemon’s Zest // 2 tsp. Minced Garlic // 1 tsp. Red Pepper Flakes,http://www.ruled.me/roasted-pecan-green-beans/#disqus_thread
3,side items,Bacon Jammin’ Green Beans,http://cdn.ruled.me/wp-content/uploads/2014/02/bacongreenbeans-700x350.jpg,2 1/2 Cups Fresh Green Beans (~425g) // 3 Tbsp. Bacon Jam // 1 Tbsp. Olive Oil,http://www.ruled.me/bacon-jammin-green-beans/#disqus_thread
4,side items,Bacon Infused Sugar Snap Peas,http://cdn.ruled.me/wp-content/uploads/2014/02/BaconSugarSnapPeas-700x350.jpg,3 Cups Sugar Snap Peas (~200g) // 1/2 Lemon Juice // 3 Tbsp. Bacon Fat // 2 tsp. Garlic // 1/2 tsp. Red Pepper Flakes,http://www.ruled.me/bacon-infused-sugar-snap-peas/#disqus_thread
5,side items,Red Pepper Spinach Salad,http://cdn.ruled.me/wp-content/uploads/2014/02/RedPepperSpinach-700x350.jpg,6 Cups Spinach // 1/4 Cup Ranch Dressing // 3 Tbsp. Parmesan Cheese // 1 tsp. Red Pepper Flakes,http://www.ruled.me/red-pepper-spinach-salad/#disqus_thread
6,side items,Fried Queso Fresco,http://cdn.ruled.me/wp-content/uploads/2014/02/friedqueso-700x350.jpg,1 lb. Queso Fresco // 1 Tbsp. Coconut Oil // 1/2 Tbsp. Olive Oil,http://www.ruled.me/fried-queso-fresco/#disqus_thread
7,side items,Keto Broccoli Cheddar Biscuits,http://cdn.ruled.me/wp-content/uploads/2014/02/BroccoliCheddarBiscuits-700x350.jpg,1 1/2 Cup Hoenyville Almond Flour // 4 Cups Raw Broccoli Florets (10 Oz.) // 2 Cups Cheddar Cheese (4.5 Oz) // 1/4 Cup Coconut Oil (or melted butter) // 2 Large Eggs // 1 tsp. Salt // 1 tsp. Paprika // 1 tsp. Garlic Powder // 1/2 tsp. Pepper // 1/2 tsp. Baking Soda // 1/2 tsp. Apple Cider Vinegar,http://www.ruled.me/keto-broccoli-cheddar-biscuits/#disqus_thread
8,side items,How-To: Bacon Weaving 101,http://cdn.ruled.me/wp-content/uploads/2014/01/P1163099-621x350.jpg,"



specialty
										items
									

 // 



cooking
										accessories
									

 // 



kitchen
										products
									

 // 



supplement
										necessities
									

",http://www.ruled.me/how-to-bacon-weaving/#disqus_thread
9,side items,Flavored Keto Cheese Chips,http://cdn.ruled.me/wp-content/uploads/2014/01/cheddarchips-700x350.jpg,1 1/2 Cup Cheddar Cheese // 3 Tbsp. Ground Flaxseed Meal // Seasonings of Your Choice,http://www.ruled.me/flavored-keto-cheese-chips/#disqus_thread
0,side items,Iced Bulletproof Green Tea,http://cdn.ruled.me/wp-content/uploads/2014/01/bulletprooftea-700x350.jpg,2-3 Teabags Organic Green Tea // 2 Tbsp. Grassfed Unsalted Butter // 2 Tbsp. Coconut Oil // 1 Tbsp. Heavy Cream // 3 Cups Ice Cubes,http://www.ruled.me/iced-bulletproof-green-tea/#disqus_thread
1,side items,Low Carb Focaccia Bread,http://cdn.ruled.me/wp-content/uploads/2014/01/focacciabread-700x350.jpg,1 Cup Blanched Almond Flour // 1 Cup Flaxseed Meal (Regular or Golden) // 7 Large Eggs // 1/4 Cup Olive Oil // 1 1/2 Tbsp. Baking Powder // 2 tsp. Minced Garlic // 1 tsp. Salt // 1 tsp. Rosemary // 1 tsp. Red Chili Flakes,http://www.ruled.me/low-carb-focaccia-bread/#disqus_thread
2,side items,Homemade Macadamia Nut Butter,http://cdn.ruled.me/wp-content/uploads/2014/01/homemademacadamianutbutter-700x350.jpg,1lb. Macadamia Nuts // 4 Tbsp. Coconut Oil // 2 Tbsp. Erythritol // 1 Mason Jar,http://www.ruled.me/homemade-macadamia-nut-butter/#disqus_thread
3,side items,Crispy & Delicious Kale Chips,http://cdn.ruled.me/wp-content/uploads/2014/01/PC281504-700x350.jpg,1 Large Bunch Kale // 2 Tbsp. Olive Oil // 1 Tbsp. Seasoned Salt,http://www.ruled.me/crispy-delicious-kale-chips/#disqus_thread
4,side items,Low Carb Fried Mac & Cheese,http://cdn.ruled.me/wp-content/uploads/2014/01/Fried_Mac_Cheese-10.jpg,"1 Head Cauliflower, Riced // 1 1/2 Cup Shredded Cheddar Cheese // 3 Large Eggs // 2 tsp. Paprika // 1 tsp. Tumeric // 3/4 tsp. Rosemary",http://www.ruled.me/low-carb-fried-mac-cheese/#disqus_thread
5,side items,Low Carb Cauliflower Fried Rice,http://cdn.ruled.me/wp-content/uploads/2013/12/cauliflower_fried_rice-featured.jpg,"1 small head of cauliflower, cut into florets // 3 slices bacon, diced // 2 large eggs // 2 scallions, sliced thin // 2 Tbsp. sesame oil // 1 Tbsp. fish sauce // 1 Tbsp. soy sauce // 1 tsp. freshly ground black pepper // 1 tsp. garlic, minced // 1 tsp. ginger, minced",http://www.ruled.me/low-carb-cauliflower-fried-rice/#disqus_thread
6,side items,How To: Low Carb Chocolate Ganache,http://cdn.ruled.me/wp-content/uploads/2013/12/lowcarbchocolateganashe-700x350.jpg,3.5 Oz Chocolate // 2 Tbsp. Heavy Cream,http://www.ruled.me/low-carb-chocolate-ganache/#disqus_thread
7,side items,How To: Low Carb Candied Bacon,http://cdn.ruled.me/wp-content/uploads/2013/12/candiedbacon-700x350.jpg,6 Slices Thick Cut Bacon // 5 tsp. Erythritol,http://www.ruled.me/low-carb-candied-bacon/#disqus_thread
8,side items,"Low Carb Broccoli, Cheddar & Bacon Chowder",http://cdn.ruled.me/wp-content/uploads/2013/12/broccolicheddarsoup-700x350.jpg,8 Slices Chopped Bacon (or 6 Slices Thick Cut) // 3-4 Cups Roasted Broccoli // 1/2 Chopped Onion // 2 Cups Shredded Cheddar Cheese // 2 Cups Chicken Broth // 2 Cups Calorie Countdown (or any low-carb milk) // 1/4 Cup Shredded Parmesan cheese // 2 Tbsp. Butter // 2 Tbsp. Coconut Flour // 1/2 cup Heavy Cream // 2 tsp Minced Garlic // 1/2 tsp. Salt // 1/4 tsp. Cayenne pepper,http://www.ruled.me/low-carb-broccoli-cheddar-bacon-chowder/#disqus_thread
9,side items,Keto Bites: Roasted Broccoli Florets,http://cdn.ruled.me/wp-content/uploads/2013/12/roastedbroccoli-700x350.jpg,3-4 Cups Broccoli Florets // 1 Tbsp. olive oil // 1 tsp. Sea Salt // 1 tsp. Fresh Ground Black Pepper,http://www.ruled.me/keto-bites-roasted-broccoli-florets/#disqus_thread
0,side items,Keto Bites: Crispy Stuffed Bacon Baskets,http://cdn.ruled.me/wp-content/uploads/2013/12/stuffedbaconbasket-700x350.jpg,12 Slices Bacon // 4 Large Eggs // 4 Cups Spinach // 2/3 Cup Cheddar Cheese // 2 Tbsp. Heavy Cream // 1 Tbsp. Olive Oil // 1 tsp. Pepper,http://www.ruled.me/keto-bites-crispy-stuffed-bacon-baskets/#disqus_thread
1,side items,Spiced Bacon Deviled Eggs,http://cdn.ruled.me/wp-content/uploads/2013/12/spiced_bacon_deviled_eggs-featured.jpg,5 Large Eggs (Hard boiled) // 1/4 Cup Mayonnaise // 2 Slices Bacon // 1 Tbsp. Bacon Fat (All fat rendered) // 1 tsp. Dijon Mustard // 1/4 tsp. Cayenne Pepper // 1/2 tsp. Rosemary,http://www.ruled.me/spiced-bacon-deviled-eggs/#disqus_thread
2,side items,Tangy Bacon Egg Salad,http://cdn.ruled.me/wp-content/uploads/2013/12/20131212_191540-653x350.jpg,5 Large Eggs (Hard boiled) // 1/4 Cup Mayonnaise // 3 Slices Bacon // 2 Tbsp. Bacon Fat (All fat rendered) // 1/4 Medium Red Onion // 2 tsp. Dijon Mustard // 1/4 tsp. Cayenne Pepper // 1/4 tsp. Black Pepper,http://www.ruled.me/tangy-bacon-egg-salad/#disqus_thread
3,side items,How to Hard Boil Farm Fresh Eggs,http://cdn.ruled.me/wp-content/uploads/2013/12/boil_eggs-featured.jpg,Tangy Bacon Egg Salad // Bacon Wrapped Low Carb Scotch Eggs // Spiced Bacon Deviled Eggs,http://www.ruled.me/hard-boil-farm-fresh-eggs/#disqus_thread
4,side items,Creamy Keto Hot Cocoa,http://cdn.ruled.me/wp-content/uploads/2013/12/20131208_222900-653x350.jpg,1 1/2 Cup Unsweetened Coconut Milk // 2 Tbsp. Heavy Cream // 2 Tbsp. Unsweetened Cocoa Powder // 1 tsp. Instant Coffee // 1/2 tsp. Vanilla Extract // 1/2 tsp. Cinnamon // 1 Tbsp. Splenda,http://www.ruled.me/creamy-keto-hot-cocoa/#disqus_thread
5,side items,Basics to Curing Bacon,http://cdn.ruled.me/wp-content/uploads/2013/12/DSC_0009-700x350.jpg,Salt // Seasonings // Pink curing salt (also known as Prague powder or sodium nitrate),http://www.ruled.me/basics-curing-bacon/#disqus_thread
6,side items,Creamy Delicious Keto Eggnog,http://cdn.ruled.me/wp-content/uploads/2013/12/20131203_163301-653x350.jpg,2 Cups Heavy Cream // 1 Cup Coconut Milk // 4 Large Eggs // 3-4 Tbsp. Granulated Splenda (or your choice of sweetener to taste) // A lot of Rum (or to taste) // 1 Tbsp. Vanilla // 2 tsp. Cinnamon // 1 tsp. Allspice,http://www.ruled.me/creamy-keto-eggnog/#disqus_thread
7,side items,Best Low Carb Tortillas,http://cdn.ruled.me/wp-content/uploads/2013/11/Tortillas-21.jpg,"1 cup coconut flour // 4 Tbsp. psyllium husk powder // 1/2 cup softened butter, coconut oil, or grass-fed lard // 1/4 tsp. garlic granules (or powder) // 1/4 tsp. cumin // 1/2 tsp. red chili powder // 2 cups hot broth or hot water (I use homemade chicken broth)",http://www.ruled.me/low-carb-tortillas/#disqus_thread
8,side items,Hearty Crock Pot Chicken Stew,http://cdn.ruled.me/wp-content/uploads/2013/11/20131117_094852-588x350.jpg,3 lbs. Chicken Thigh // 1 Medium Green Pepper // 3 Cups Mushrooms // 1 1/2 Cup Tomato Sauce (I used Classico Tomato & Basil) // 1/2 Cup Sliced Tomatoes // 1/3 Cup Hot Wing Sauce // 3 Tbsp. Butter // 2 tsp. Ranch Seasoning // 2 tsp. Minced Garlic // 2 tsp. Paprika // 1 tsp. Red Pepper Flakes // 1 tsp. Oregano,http://www.ruled.me/hearty-crock-pot-chicken/#disqus_thread
9,side items,How to Cook Perfect Crispy Bacon in the Oven,http://cdn.ruled.me/wp-content/uploads/2013/11/baconinbucket11-700x350.jpg,Bacon // Bacon // Bacon,http://www.ruled.me/how-to-cook-perfect-crispy-bacon-oven/#disqus_thread
0,side items,Garlic and Bacon Brussels Sprouts,http://cdn.ruled.me/wp-content/uploads/2013/11/Brussels-700x350.jpg,1 lb. Brussels Sprouts // 6-7 Slices of Bacon // 1/3 Medium Onion // 1/2 Cup Chicken Broth // 1 Tbsp. Olive Oil // 1 Tbsp. Butter // 2 tsp. Minced Garlic // Pinch Salt // Pinch Pepper,http://www.ruled.me/garlic-and-bacon-brussels-sprouts/#disqus_thread
1,side items,Toasted Garlic Cauliflower Wrap,http://cdn.ruled.me/wp-content/uploads/2013/11/1392910_10151759322893870_963308526_n-700x350.jpg,"1 Large Head of Cauliflower (Cut into florets) // 4 Large Eggs // 2 Garlic Cloves (Minced) // 1 1/2 tsp. Herbs (Whatever your favorite is – basil, oregano, thyme) // 1 tsp. salt",http://www.ruled.me/garlic-cauliflower-wrap/#disqus_thread
2,side items,Crisp Garlic Parmesan Green Beans,http://cdn.ruled.me/wp-content/uploads/2013/11/Garlic-Parmesan-Green-Beans-1.jpg,1 lb. Fresh Green Beans (with stems removed) // 1 Tbsp. unsalted butter // 1 Tbsp. Organic Extra Virgin Olive Oil // 1 Tbsp. Grated Parmesan Cheese // 2 Cloves Diced Fresh Garlic // 1 tsp. Sea Salt // 1/2 tsp. Fresh Ground Black Pepper,http://www.ruled.me/crisp-garlic-green-beans/#disqus_thread
3,side items,Low Carb Mashed Potatoes,http://cdn.ruled.me/wp-content/uploads/2013/10/cauliflower-mashed-potatoes-featured.jpg,1 head of cauliflower // 3 Tbsp. milk // 1 Tbsp. butter // 2 Tbsp. sour cream // 1/4 tsp. garlic salt // Pinch freshly ground black pepper,http://www.ruled.me/low-carb-mashed-potatoes/#disqus_thread
4,side items,Low Carb Flax Bread,http://cdn.ruled.me/wp-content/uploads/2013/10/flaxbread-640x350.jpg,Ketogenic // Paleo // Low Carb // Vegetarian // Gluten Free,http://www.ruled.me/low-carb-flax-bread/#disqus_thread
5,side items,Crispy Cauliflower Fried Rice,http://cdn.ruled.me/wp-content/uploads/2013/10/Cauliflower-Fried-Rice.gif,Ketogenic // Paleo // Low Carb // Vegetarian // Vegan // YOU NAME IT!,http://www.ruled.me/cauliflower-fried-rice/#disqus_thread
